id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2396340,"Unique, Handcrafted Art Gallery Condo in River West Chicago",5228189,Matthew,,West Town,41.89648,-87.65651,Entire home/apt,144,1,370,10/11/2020,4.6,15,282
2429295,Old school Chicago apartment,12416635,David,,Near West Side,41.86756,-87.68662,Private room,81,1,51,3/23/2020,0.65,3,357
2453598,FULTON/RIVER NORTH MODERN LUXURY STUDIO,3965428,Rob,,West Town,41.88962,-87.64129,Entire home/apt,150,60,7,5/29/2018,0.09,74,365
2458029,2nd bedroom for rent,12568368,Deirdre,,Lake View,41.93501,-87.64819,Private room,113,1,16,10/8/2020,0.21,1,287
2459132,Conveniently Located!,12059561,Rick,,Portage Park,41.96703,-87.75087,Private room,175,2,67,5/21/2017,0.85,1,363
2473938,Art studio + house in one,12653262,Stephanie,,Lower West Side,41.85105,-87.67942,Private room,60,30,128,11/11/2019,1.59,2,111
2479175,Cozy Garden-Subterranean Apartment,12681444,Jenny,,Lincoln Square,41.96293,-87.69358,Entire home/apt,80,2,178,10/11/2020,2.24,1,133
2487272,U of C Hospital/Campus Rooms,12728248,Judy,,Hyde Park,41.79777,-87.58943,Private room,65,10,3,7/30/2019,0.11,3,90
2496594,Chicago MostWanted LOCATION Mag Mil,3965428,Rob,,Near North Side,41.89009,-87.62304,Entire home/apt,140,31,4,11/5/2014,0.05,74,365
2499596,Vintage Apartment in the Heart of the Ukrainian Village,2768314,Jason,,West Town,41.90006,-87.68096,Entire home/apt,89,7,154,10/9/2020,1.91,1,97
2509508,Entire Condo near Univ. of Chicago,528231,Ray,,Kenwood,41.81207,-87.60417,Entire home/apt,60,3,18,11/3/2014,0.23,1,0
2510602,2 bedroom MAG MIL Roof Top Hot Tub,3965428,Rob,,Near North Side,41.89076,-87.62277,Entire home/apt,225,31,4,5/25/2015,0.06,74,337
2512247,Furnished Gold Coast studio #402,2153,Linda,,Near North Side,41.90143,-87.63273,Entire home/apt,45,30,5,10/11/2020,0.06,2,8
2512850,The Green Room In Andersonville,9313520,Taylor,,Uptown,41.97487,-87.67027,Private room,46,2,289,9/27/2020,3.69,1,364
2515629,Cool United Center and Rush Medical District Space,12877384,Tanya,,East Garfield Park,41.88342,-87.69618,Private room,26,3,128,2/22/2020,1.68,2,141
2519442,"Warm Cozy Guest Suite, Private Bath",7858620,Cynthia,,Washington Park,41.79599,-87.62355,Private room,80,2,82,2/16/2020,1.04,1,364
2543231,Private room near Downtown,2850286,Amado,,Lower West Side,41.8579,-87.65104,Private room,65,2,220,3/15/2020,2.75,1,89
2552219,Yellow Door Chicago Bungalow,13066610,Kirby,,Irving Park,41.95163,-87.71651,Entire home/apt,160,2,3,10/20/2019,0.2,1,0
2564678,Chicago Women's Residence/Cowgirls,5654677,Urban Art,,North Lawndale,41.85448,-87.70787,Private room,45,2,6,10/13/2019,0.09,4,179
2570620,"Basement Studio w/Free St. Parking, Humboldt Park",1214607,Coral,,Humboldt Park,41.89826,-87.70336,Entire home/apt,45,1,560,10/18/2020,7.16,2,136
2583929,Next to McCormick Desk WIFI w/ KING BED +Laundry,3965428,Rob,,Near South Side,41.8537,-87.62338,Entire home/apt,120,60,16,6/2/2018,0.2,74,365
2585378,Prime Wicker Park spot+big apartment+free parking,13237444,Ryan,,West Town,41.90772,-87.68121,Entire home/apt,82,40,20,10/21/2019,0.41,1,250
2604345,Hyde Park / Kenwood. U of Chicago & Hospital.,1385332,Patt,,Kenwood,41.80458,-87.60508,Private room,29,15,25,1/21/2020,0.32,13,364
2604454,Cozy Single-Family Home near University of Chicago,13339125,Greg,,Hyde Park,41.78977,-87.58916,Entire home/apt,125,1,104,2/16/2020,1.38,2,0
2619937,Chicago Bungalow is no longer for rent.,358406,Daina,,West Ridge,41.98681,-87.69806,Entire home/apt,136,1,7,9/17/2016,0.1,1,75
2659670,"11 Beds in 5*House TRAIN,CUBS, BEACH.RIVERA ARAGON",272671,Two For The Road,,Uptown,41.96821,-87.65626,Entire home/apt,975,2,125,8/2/2020,1.64,5,355
2661465,GREAT LOCATION SPECTACULAR VIEWS + BALCONY,3965428,Rob,,Loop,41.88618,-87.61888,Entire home/apt,120,31,25,6/29/2018,0.32,74,365
2671680,Magnolia Airbnb,13462463,Soo,,Edgewater,41.98705,-87.66228,Private room,80,4,84,9/20/2020,1.06,1,296
2679456,2BD Great Views Modern Luxury  w/POOL,3965428,Rob,,Near South Side,41.85211,-87.6216,Entire home/apt,200,90,6,6/24/2015,0.08,74,365
2688739,Luxury finishes in vintage wood trimmed apartment,12416635,David,,Near West Side,41.86759,-87.68204,Private room,87,1,31,8/25/2018,0.4,3,357
2693387,"The Bucktown Penthouse Family, Business, Friends",13783917,Nora,,Logan Square,41.91432,-87.6737,Entire home/apt,147,1,103,9/26/2020,2.66,1,0
2695259,Grand Vintage Lincoln Park Penthouse 3 Bedrooms,13793246,Kristi,,Lincoln Park,41.93227,-87.64879,Entire home/apt,92,1,111,10/11/2020,2.9,1,7
2702182,Be in the Heart of the Gold Coast!,275459,I,,Near North Side,41.90076,-87.63237,Entire home/apt,239,30,0,,,1,0
2715815,GROCERY STORE DOWNSTAIRS | KING SIZE BED | BALCONY,3965428,Rob,,Near South Side,41.85445,-87.62432,Entire home/apt,100,31,15,7/3/2020,0.19,74,365
2730613,Sweet Spacious Suite: Country in the City,13975150,Jan,,Morgan Park,41.68612,-87.67735,Entire home/apt,79,2,133,7/10/2020,1.7,2,56
2731202,"Cozy ""Faux"" Cabin Suite /Fireplace",13975150,Jan,,Morgan Park,41.68582,-87.68067,Entire home/apt,89,30,140,5/3/2020,2.08,2,315
2782345,"1 Bed/Bath. Near Lake, Zoo, Wrigley",14230480,Brian,,Lincoln Park,41.92985,-87.64353,Entire home/apt,124,3,74,11/29/2019,0.94,1,365
2817608,"Luxury Two Bedroom, Two Bathroom Apartment",791089,Conrad,,Lake View,41.94278,-87.67221,Entire home/apt,289,3,13,10/14/2019,0.17,4,365
2819982,"McCormick Modern New 2 beds Luxury , Pool, HotTub",3965428,Rob,,Near South Side,41.85235,-87.6216,Entire home/apt,200,60,8,12/2/2016,0.1,74,364
2824585,#54-Home away from home- Safe place,13389580,Ed,,Dunning,41.94435,-87.79969,Private room,33,2,19,10/6/2020,0.24,4,274
2832376,Modern 1 Bedroom w/POOL HOT TUB Luxury,3965428,Rob,,Near South Side,41.85441,-87.62151,Entire home/apt,135,31,7,7/7/2018,0.09,74,365
2836339,Stay In the Center w/ Pool Gym Long Term Furnished,3965428,Rob,,Near North Side,41.89098,-87.62238,Entire home/apt,145,32,5,1/18/2015,0.06,74,365
2837146,Urban Farm + Bikes in Roscoe Village,4009750,Matt,,North Center,41.94795,-87.68314,Entire home/apt,119,2,170,9/21/2020,2.19,2,0
2844042,"Relax in a Custom, Creative, Artsy, Unique Apartment in West Town",8813383,Mindy + Tony,,West Town,41.89425,-87.68468,Entire home/apt,78,28,148,10/2/2020,1.88,4,356
2874486,Gorgeous Penthouse with Stunning Views from Private Rooftop,14692157,Ross,,West Town,41.90243,-87.67028,Entire home/apt,156,2,102,10/15/2020,2.06,1,130
2875902,Amazing 2BR/2BA MICHIGAN AVE and Loop View!,3965428,Rob,,Loop,41.88766,-87.61754,Entire home/apt,220,32,5,7/10/2014,0.06,74,365
2879976,Private Room (blue)-Avondale near blueline CTA,14645112,Valerie,,Avondale,41.93758,-87.7124,Private room,78,1,248,3/10/2020,3.2,2,364
2907112,West Loop Modern Urban Retreat,6264764,Jeff And Jennifer,,Near West Side,41.88523,-87.65195,Private room,136,4,57,2/17/2020,0.74,1,357
2907500,The Red Room,11231030,Erik,,West Lawn,41.78355,-87.72894,Private room,34,1,311,10/6/2020,4.11,2,357
2934604,"Cozy Wicker Park, Chicago Apartment",9791233,John,,West Town,41.90289,-87.66997,Entire home/apt,159,1,269,8/17/2020,3.47,1,21
2979322,One Bedroom Suite in Lincoln Park,33561,Mary,,Lincoln Park,41.92049,-87.65789,Entire home/apt,200,28,6,11/23/2019,0.08,1,237
3031898,Art Collector's Pied-a'-terre,15442332,Karen Sophie,,South Shore,41.77293,-87.56951,Entire home/apt,70,32,245,10/23/2019,3.13,1,328
3052275,Amazing Private House Right at the Center of CHI,10350152,Bernie,,Near North Side,41.90443,-87.63996,Private room,100,1,71,6/7/2019,0.92,2,0
3053081,Relaxed Bucktown/Wicker Park 1B Apt,1368870,Paul,,Logan Square,41.91548,-87.67451,Entire home/apt,65,1,285,10/19/2020,3.64,1,122
3061036,Private Room-sunny loft.  McCormick place/downtown,1876022,Leslie,,Near South Side,41.85298,-87.62761,Private room,56,1,500,10/4/2020,6.38,1,160
3068787,Lincoln Square Modern 2 Bed 2 Bath,7780304,Mark And Collette,,Lincoln Square,41.96315,-87.6804,Entire home/apt,150,3,95,6/26/2019,1.51,1,207
3088192,Logan Square Apartment,15710890,Paul & Sarah,,Logan Square,41.93156,-87.71161,Entire home/apt,100,1,394,3/15/2020,5.1,1,343
3105733,King Bed in Private room in 3 BR,12416635,David,,Near West Side,41.86823,-87.68483,Private room,97,1,24,3/30/2020,0.31,3,203
3111197,"Beautiful, large, light-filled 1Bd",5863711,Masha,,Rogers Park,42.00529,-87.67761,Entire home/apt,130,3,44,10/8/2018,0.58,1,365
3138825,"South Loop Comfy 2BdRm,free parking&WiFi&Netflix",9339313,Leon,,Lower West Side,41.85683,-87.65249,Entire home/apt,62,1,441,10/17/2020,5.66,12,0
3172794,LOFT606:  Gigantic Sunlit Former Factory Home,16090300,John,,Logan Square,41.91704,-87.69375,Entire home/apt,1157,2,51,9/28/2020,0.67,10,363
3191655,Artist's Home Studio Next to Train,8333695,Melissa,,Albany Park,41.96697,-87.70906,Entire home/apt,106,3,13,10/22/2017,0.17,1,122
3217145,Pride Perfect Boystown-PVT KG Bed/Roscoe Halsted,16292516,Michael,,Lake View,41.93493,-87.6462,Private room,181,1,242,10/14/2019,3.12,4,364
3267902,Ravenswood Guest House Annex,2676165,Richard,,Edgewater,41.9895,-87.66685,Entire home/apt,84,2,278,10/18/2020,3.59,1,206
3292054,The Roscoe House near Wrigley Field,5960265,Garrett And Courtney,,Lake View,41.94313,-87.65613,Entire home/apt,386,3,142,6/21/2020,1.86,4,291
3293564,The Roscoe House: Onyx Room,5960265,Garrett And Courtney,,Lake View,41.94465,-87.65477,Private room,70,2,50,2/16/2020,0.66,4,291
3295017,The Roscoe House: Master Bedroom,5960265,Garrett And Courtney,,Lake View,41.94276,-87.65498,Private room,69,2,23,3/15/2020,0.3,4,291
3298786,Private ROOM (pink)-Avondale near blueline CTA,14645112,Valerie,,Avondale,41.93625,-87.71245,Private room,78,1,78,11/11/2019,1.03,2,365
3302759,Chicago duplex-perfect for groups!,16680094,Shana & Mike,,West Town,41.89885,-87.68007,Entire home/apt,249,2,156,3/8/2020,2.12,3,173
3303813,The Roscoe House: Green Room,5960265,Garrett And Courtney,,Lake View,41.94279,-87.65548,Private room,70,2,81,2/16/2020,1.05,4,291
3308694,"""The Annex II"" Huge 1,600 Sq foot Apartment",16707041,Matthew,,Near West Side,41.8867,-87.64338,Entire home/apt,299,2,38,2/16/2020,0.76,2,361
3329088,East Garfield Park 2 Bedroom,16807770,William,,East Garfield Park,41.88373,-87.70718,Entire home/apt,81,2,89,11/11/2019,1.15,1,195
3376665,Private room and private bath in luxury condo,3533788,Janet,,West Town,41.90968,-87.69768,Private room,91,2,63,10/15/2019,0.94,1,365
3385966,Welcome to your 2BD Penthouse,9995028,Chad,,Lake View,41.93755,-87.66932,Entire home/apt,650,2,148,8/17/2020,2.21,1,327
3423436,Budget travel at Great Location,17217012,Janet,,Lake View,41.94177,-87.65147,Private room,70,2,0,,,2,88
3434136,Beautiful West Lakeview location,17217012,Janet,,Lake View,41.9402,-87.65133,Private room,75,2,143,10/30/2017,1.88,2,362
3488317,Brewers & Reds  vs Cubs Wrigleyville - 3 bdrms,3621097,Marcus,,Lake View,41.94328,-87.6487,Entire home/apt,375,1,6,9/16/2018,0.15,2,0
3497096,Vintage Lincoln Park Apt - Perfect for Long-Term,4336170,Catrina,,Lincoln Park,41.92709,-87.66337,Entire home/apt,62,4,18,9/13/2020,0.24,2,208
3517984,Private room w/bath in urban canopy,11294056,Amanda,,Hyde Park,41.7998,-87.59381,Private room,75,1,307,3/21/2020,4.07,1,333
3521727,Penthouse condo w/ private roof deck! 2BR / 2 BA,17733782,Brittany,,Lake View,41.94009,-87.65697,Entire home/apt,230,30,9,7/22/2018,0.12,1,0
3534562,Stylish Lincoln Park 2BR w/patio,2013410,Peter,,Lincoln Park,41.92716,-87.65788,Entire home/apt,89,1,359,5/13/2020,4.82,1,0
3563297,Bill Murray Suite in Trendy Hood! NEW Mini-fridge!,6118013,Jason And Ela,,West Town,41.90182,-87.68402,Private room,55,2,175,11/11/2019,2.29,1,0
3570616,1 Bedroom Victorian Beauty at Logan Square!,3920450,Vas,,Logan Square,41.9293,-87.72039,Entire home/apt,52,31,142,9/15/2020,1.87,3,311
3571862,DOWNTOWN 1 BED MILLENNIUM PARK LOCATION +SPA,3965428,Rob,,Loop,41.88626,-87.61621,Entire home/apt,150,31,12,7/27/2017,0.16,74,365
3580497,Charming Two Bedroom Apartment in Gold Coast,3986873,Elena,,Near North Side,41.89805,-87.62977,Entire home/apt,350,31,86,9/24/2019,1.13,12,166
3585870,Ideal Location in Logan Square 1BR,2058872,Jake,,Logan Square,41.92245,-87.70345,Entire home/apt,140,2,224,6/30/2020,2.94,1,180
3590692,"Modern, Super-CLEAN, Garden Level  Bedroom 3",12955486,Luke & Ligia,,Edgewater,41.99041,-87.66022,Private room,39,8,34,9/26/2020,0.45,3,329
3627357,Perfect Lincoln Park Apt+Huge Deck,18273211,Nikki,,Lincoln Park,41.92529,-87.66642,Entire home/apt,199,2,66,10/21/2019,0.87,1,359
3638346,Gorgeous Private Bed/Bath Steps From the Lake,18353689,Marika,,Rogers Park,42.00565,-87.6633,Private room,103,2,117,3/14/2020,1.54,1,180
3638744,Chicago Suite 1BR/1BA (3709-G2),837429,Petru,,Albany Park,41.96187,-87.71997,Entire home/apt,69,7,29,9/26/2020,0.39,2,339
3639045,Modern suite in Victorian Garden setting.,8607123,Grainne,,West Ridge,41.99739,-87.67507,Entire home/apt,65,30,5,10/3/2020,0.2,2,176
3666681,NEW ULTRA LUXURY CONDO RIVER-NORTH Roof-Top Pool,3965428,Rob,,Near North Side,41.88975,-87.63425,Entire home/apt,135,30,14,9/11/2019,0.19,74,365
3667996,Bohemian basement. Private bathroom. U of Chicago.,1385332,Patt,,Hyde Park,41.80208,-87.60178,Private room,38,2,30,8/31/2020,0.41,13,153
3689246,River North Stunner,17887470,Loren,,Near North Side,41.89768,-87.6437,Entire home/apt,263,2,34,10/17/2019,0.45,1,180
3696178,Beautiful condo close to the beach,18742622,Barbara,,Rogers Park,42.02139,-87.67363,Private room,50,3,53,1/19/2020,0.79,2,285
3697283,"20 Mins to Downtown Chgo, 8 Mins to McCormick",241738,Karen,,Grand Boulevard,41.81793,-87.61796,Private room,85,2,11,10/23/2019,0.27,1,364
3731110,Studio Apartment in Gold Coast,19066652,Tunde,,Near North Side,41.90275,-87.6311,Entire home/apt,100,2,141,2/16/2020,2.11,1,1
3742513,03a. Queen sized in coed room,2907254,Joe,,West Ridge,42.0168,-87.68771,Shared room,19,1,124,4/30/2020,1.65,18,111
3760040,Pride Perfect/Boystown-PVT-QN Bed/Roscoe  Halsted,16292516,Michael,,Lake View,41.94224,-87.65137,Private room,148,1,144,10/13/2019,1.9,4,364
3761023,"Free parking, close to public transit, dining",14015437,Andrew &  Diane,,Bridgeport,41.83514,-87.64774,Entire home/apt,65,5,43,10/4/2020,0.81,1,67
3783533,"""Home Away from Home"" - Free Street Parking!",19416379,Glenda,,Humboldt Park,41.89806,-87.7034,Entire home/apt,85,1,298,10/14/2020,4.01,1,141
3797518,DrM Spacious Clean Convenient,18818038,Darrell,,South Shore,41.77189,-87.57458,Private room,100,3,2,8/4/2015,0.03,1,365
3798482,"Bright, Clean, Cozy, Comfy Bed! 7Min Walk To Metro",498240,Justin,,Logan Square,41.91999,-87.69002,Private room,54,2,170,10/20/2019,2.72,1,0
3809530,Best location in Chicago! Superhost,19578992,Laura,,West Town,41.89983,-87.67349,Entire home/apt,254,1,100,10/8/2018,1.33,3,364
3811926,The Blue Room,11231030,Erik,,West Lawn,41.78384,-87.72759,Private room,34,1,417,10/3/2020,5.52,2,357
3828422,"Lakefront, Downtown, World Champion Cubs Baseball",4727270,Sheila,,Lake View,41.95037,-87.6457,Private room,83,1,37,10/20/2019,0.56,2,0
3835961,"Sunny, Classy Condo in Chicago",689354,Seung-Won Stella,,West Ridge,42.0059,-87.68286,Private room,55,3,2,10/31/2019,0.14,2,0
3897045,Chic and modern - Best location in Chicago,3843347,Andrea,,Near North Side,41.89422,-87.62596,Entire home/apt,90,30,25,6/30/2020,0.33,3,266
3898355,"South loop 1 bedroom apt, parking & fast WiFi",9339313,Leon,,Lower West Side,41.85531,-87.65411,Entire home/apt,37,1,397,5/2/2020,5.28,12,0
3924599,Unique and Chic 1,4010906,Bobbie,,Grand Boulevard,41.81874,-87.61439,Private room,121,28,6,10/23/2019,0.08,8,365
3944822,The Perfect Wicker Park Studio,16396473,Jessica,,West Town,41.91088,-87.67704,Entire home/apt,90,14,322,8/20/2020,4.39,1,341
3946324,Welcoming All: Tudor Home  Warm Community 1E,20449664,John,,Dunning,41.94148,-87.79432,Private room,85,2,22,10/13/2019,0.3,4,270
3953322,Spacious Luxury Townhouse - Old Town,5228189,Matthew,,Lincoln Park,41.91422,-87.63981,Entire home/apt,179,2,149,5/31/2020,2.59,15,341
3953841,Spacious bedroom with Balcony,20494609,Chad,,Rogers Park,42.0061,-87.66298,Private room,80,2,39,3/18/2020,0.54,2,337
3953880,Spacious Bedroom in E. Rogers Park,20494609,Chad,,Rogers Park,42.00493,-87.66471,Private room,80,3,27,12/15/2019,0.52,2,365
3962072,SPACIOUS and VERY BRIGHT 2BDR LOFT near DOWNTOWN,20528154,Gabriela,,Near West Side,41.88371,-87.68629,Entire home/apt,124,3,69,10/3/2020,0.92,1,88
3970529,"Well-appointed 1+ Br Bucktown Apt, baby-friendly!",10954148,Helen,,Logan Square,41.9197,-87.67986,Entire home/apt,150,4,109,1/4/2020,1.47,1,52
3979385,Private 3rd Floor Apartment,20624213,Karen,,Uptown,41.95717,-87.64828,Entire home/apt,125,2,227,10/16/2020,3.03,1,359
3979425,Brand New Duplex Humboldt / Ukrainian border,20624315,Molly,,West Town,41.90127,-87.69165,Entire home/apt,135,3,3,7/17/2017,0.06,1,0
3984383,Private room in house on Professor's Row at U of C,13339125,Greg,,Hyde Park,41.7898,-87.58961,Private room,59,1,47,9/22/2019,0.64,2,0
4011519,1 A Hyde Park Co-op Living,2140,Lois,,Hyde Park,41.7961,-87.5929,Private room,21,1,43,1/31/2020,0.6,2,296
4032955,Private Room,20908628,Steve,,Logan Square,41.91842,-87.67367,Private room,500,1,1,6/1/2015,0.02,1,363
4051574,Private 1br 1ba - Boystown/Wrigleyville,21009309,Joshua,,Lake View,41.93869,-87.64426,Private room,79,1,21,8/13/2018,0.33,2,0
4051584,Private Space in Center of Boystown,21009309,Joshua,,Lake View,41.94061,-87.64544,Entire home/apt,132,3,32,12/1/2019,0.44,2,0
4067870,Casa Corazón (N) near Rush / UIC,1559157,Amanda,,Lower West Side,41.84828,-87.68021,Private room,70,2,85,10/5/2020,1.2,3,365
4075630,Cutest Wicker Park 1-BDRM - Mid & Long-term Stays!,16864162,Brittany,,West Town,41.90427,-87.66726,Entire home/apt,99,30,313,8/16/2020,4.27,3,273
4096995,Private Living Room w/ King Bed & AC!,2880338,Elizabeth,,Lincoln Square,41.96252,-87.67494,Private room,65,2,16,9/15/2019,0.22,2,365
4105283,"Beach, Loyola, Sunshine + Cuddly Pups!",18649856,Rachel,,Edgewater,41.99673,-87.6626,Private room,38,2,202,10/19/2019,2.73,1,111
4112130,Hip & Modern Chicago/ Wicker Park 2 BDRM!!,16864162,Brittany,,West Town,41.90531,-87.66735,Entire home/apt,135,30,259,3/22/2020,3.49,3,211
4133737,Great Room in Logan Square,2627699,Chris,,Logan Square,41.92769,-87.70003,Private room,50,1,310,1/15/2020,4.19,1,201
4150121,Stunning Chicago Loft Near Wrigley Field,2441500,Lisa,,Lake View,41.94966,-87.64745,Entire home/apt,137,2,346,8/15/2020,4.72,1,294
4156913,Near Lake Michigan & Wrigley Field,6874747,Brian,,Uptown,41.96705,-87.65772,Private room,81,1,73,7/19/2020,1.11,1,364
4173269,Spectacular Lincoln Park Garden Apt,15390297,Bozena,,Lincoln Park,41.91794,-87.64326,Entire home/apt,125,2,281,3/2/2020,3.81,1,80
4183886,"Incredible Lake Views!
Steps from Navy Pier & MP",21707307,Carrie Elizabeth,,Near North Side,41.89581,-87.61683,Entire home/apt,383,3,128,2/16/2020,1.74,1,266
4214683,"Private Room, Mid City, Vintage, Comfortable",21872907,Tamiz,,Irving Park,41.95037,-87.71123,Private room,86,2,84,1/1/2020,1.15,1,178
4227003,Chicago Loop one bedroom/one bathroom Apartment,21937279,Claudia,,Loop,41.87346,-87.62843,Entire home/apt,92,3,1,10/17/2020,1,1,76
4243309,Sleek Wrigleyville/Boystown Condo with Rooftop Skyline Views,21924626,Nathan,,Lake View,41.94278,-87.64898,Private room,70,1,293,10/20/2020,4.12,2,328
4243905,Historic house in hip Logan Square,22022871,Jill,,Logan Square,41.92721,-87.69733,Entire home/apt,209,2,32,2/23/2020,0.5,1,331
4257285,The Stained Glass Apt. Edgewater #2,2915265,Felice,,Edgewater,41.99638,-87.66284,Private room,60,2,59,10/11/2020,0.8,2,0
4263439,Historical beauty minutes from the Lake and DT,151658,Anne,,Near North Side,41.90516,-87.6291,Entire home/apt,106,2,135,10/11/2020,1.89,1,195
4278432,2BD in Lincoln Square Neighborhood,19538870,Jackie,,Lincoln Square,41.96841,-87.6851,Entire home/apt,150,3,78,11/6/2019,1.09,1,296
4278818,Unique and Chic 2,4010906,Bobbie,,Grand Boulevard,41.81954,-87.61594,Private room,118,28,11,10/22/2019,0.17,8,365
4302460,Sunny Logan Square Nook,5961424,Jessie,,Logan Square,41.9197,-87.70636,Entire home/apt,61,1,18,4/18/2018,0.25,1,0
4335812,Garden Apartment Bronzeville,4010906,Bobbie,,Grand Boulevard,41.81933,-87.61495,Private room,115,28,11,10/24/2019,0.17,8,365
4359719,Spacious Retro Basement,22631395,Georg,,Forest Glen,41.99574,-87.76232,Entire home/apt,45,1,40,2/29/2020,0.75,1,190
